,B cells,CD4 T cells,CD8 T cells,DC1,DC2,Epithelial cells,Mast cells,Migratory DC,MoAM,Monocytes,Perivascular macrophages,Plasma cells,Proliferating T cells,Proliferating macrophages,SARS-CoV-2,TRAM,Tregs,gdT cells and NK cells,pDC
IGHV3-13,0.2661825164700878,-0.2635715498893601,-0.2625638671231741,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,4.212954844947756,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601,-0.2630002459542665,-0.2635715498893601,-0.2635715498893601,-0.2635715498893601
IGHV3-53,0.2701560052487757,-0.2614225985663116,-0.2640451279102495,-0.2640451279102495,-0.2622409611127271,-0.2640451279102495,-0.2640451279102495,-0.2640451279102495,-0.2640451279102495,-0.2640451279102495,-0.2640451279102495,4.212481748952416,-0.2640451279102495,-0.2640451279102495,-0.2640451279102495,-0.2623424037786593,-0.2640451279102495,-0.2640451279102495,-0.2640451279102495
IGHV3-43,0.345318078066859,-0.2707290172671866,-0.2707290172671866,-0.2707290172671866,-0.2707290172671866,-0.2707290172671866,-0.2707290172671866,-0.2707290172671866,-0.2702011805913584,-0.2707290172671866,-0.2707290172671866,4.202648332516075,-0.2707290172671866,-0.2707290172671866,-0.2707290172671866,-0.2699319850995408,-0.260911987199675,-0.2707290172671866,-0.227444033218934
IGLV7-46,0.3229365166933456,-0.2667959473181611,-0.2667959473181611,-0.2667959473181611,-0.2613364477964112,-0.2667959473181611,-0.2667959473181611,-0.2667959473181611,-0.2660004804787569,-0.2667959473181611,-0.2667959473181611,4.205854991412103,-0.2667959473181611,-0.2667959473181611,-0.2667959473181611,-0.2663113173760238,-0.2667959473181611,-0.2667959473181611,-0.2667959473181611
IGHV6-1,0.186027141114875,-0.2662221467529935,-0.2662221467529935,-0.2662221467529935,-0.2571970641046516,-0.2662221467529935,-0.2662221467529935,-0.2662221467529935,-0.2654161864385375,-0.2662221467529935,-0.2581321972350126,4.221140897860549,-0.2662221467529935,-0.2645599238894606,-0.2662221467529935,-0.2649349561437695,-0.1983064362729113,-0.2662221467529935,-0.2363998073611448
IGHV3-15,0.1582013304624644,-0.2600875991632135,-0.2568923457440793,-0.2616502046170723,-0.2594702705716537,-0.2641819365968321,-0.2641819365968321,-0.2641819365968321,-0.2617200905693929,-0.2457822845776229,-0.2641819365968321,4.22408326345635,-0.2546156435849895,-0.2641819365968321,-0.2641819365968321,-0.2636442877430902,-0.2612960167450632,-0.213791886333972,-0.2582423446876724
IGLC1,0.144444481521427,-0.2575782513664547,-0.2575509633237113,-0.257745033348244,-0.257745033348244,-0.257745033348244,-0.257745033348244,-0.257745033348244,-0.2573166037623715,-0.257745033348244,-0.2569430160023497,4.225601356105005,-0.257745033348244,-0.257745033348244,-0.257745033348244,-0.2575836195485707,-0.2557003897313009,-0.257745033348244,-0.2499226604092333
IGKV4-1,0.6157060349482761,-0.2852567283363009,-0.2843691834069823,-0.2866149017748619,-0.2846832660076704,-0.2030270931102522,-0.2866149017748619,-0.2866149017748619,-0.2854115141516062,-0.2866149017748619,-0.2838340112228468,4.156310180394761,-0.2866149017748619,-0.2866149017748619,-0.2866149017748619,-0.2855954025587139,-0.280304900574906,-0.2866149017748619,-0.2866149017748619
IGLV6-57,0.613793144232773,-0.2812263037302793,-0.2824945640747578,-0.271420036255423,-0.2836247974614823,-0.2836247974614823,-0.2836247974614823,-0.2836247974614823,-0.2827945442335768,-0.2836247974614823,-0.2836247974614823,4.157362431889941,-0.2836247974614823,-0.2820119806003934,-0.2836247974614823,-0.2833448437171721,-0.2836247974614823,-0.2707262925367863,-0.2645138338209836
IGHV3-20,0.6082380383400927,-0.2793725833949629,-0.2808762370928132,-0.2808762370928132,-0.2808762370928132,-0.2808762370928132,-0.2808762370928132,-0.2808762370928132,-0.2802288884204079,-0.2808762370928132,-0.2764267146498239,4.158536873379719,-0.2808762370928132,-0.2808762370928132,-0.2808762370928132,-0.2793556430480453,-0.2808762370928132,-0.2808762370928132,-0.2808762370928132
IGLV2-11,0.6150183006490791,-0.2834153831039647,-0.2810937747027087,-0.2840018177406532,-0.2796926218041373,-0.2840018177406532,-0.2840018177406532,-0.2840018177406532,-0.2820016580018109,-0.2840018177406532,-0.2754904755494657,4.157114079901514,-0.2756130297374513,-0.2840018177406532,-0.2840018177406532,-0.2838530455482967,-0.2611125798068636,-0.2778452703706677,-0.2840018177406532
IGHV1-46,0.5270757882911139,-0.2748612651957302,-0.2706403385417075,-0.2781699294460494,-0.2755563997047282,-0.2781699294460494,-0.2781699294460494,-0.2781699294460494,-0.2774517993058981,-0.2781699294460494,-0.2781699294460494,4.17397444328617,-0.2781699294460494,-0.2781699294460494,-0.2781699294460494,-0.2775349600886336,-0.27490668721519,-0.2683994870649009,-0.2781699294460494
IGHV4-59,0.5528625686105106,-0.2813156435276677,-0.2812503901983104,-0.284797627223493,-0.2812648888754734,-0.284797627223493,-0.284797627223493,-0.284797627223493,-0.2798960446191418,-0.2558177943870601,-0.284797627223493,4.169028953788654,-0.284797627223493,-0.284797627223493,-0.284797627223493,-0.284214591905307,-0.266251288469595,-0.2536220815704364,-0.2598777810582285
IGLC2,0.4060959816803464,-0.2798990291790553,-0.2795339255470756,-0.2713570540087313,-0.279448658523948,-0.2809722019475698,-0.2809722019475698,-0.2809722019475698,-0.2795426037816265,-0.2758555617407859,-0.2794096515762764,4.191835345031667,-0.2794545766452155,-0.2808669367933136,-0.2809722019475698,-0.280457234662538,-0.2773190242182531,-0.2773521709580059,-0.1335460912869095
IGHV3-74,0.4574563656097226,-0.277849355231365,-0.2765313829249395,-0.2784304700652221,-0.2774727966683943,-0.2818706634557683,-0.2327692624600972,-0.2818706634557683,-0.2815140116371589,-0.2818706634557683,-0.2818706634557683,4.185271878413872,-0.2818706634557683,-0.2818706634557683,-0.2818706634557683,-0.28168821892755,-0.2818706634557683,-0.2702090486669067,-0.2112983897958133
IGHG1,0.4085763733525257,-0.2710143919862609,-0.2712869082396033,-0.2693068836493039,-0.2709888179657731,-0.2724356185689721,-0.2724356185689721,-0.2694139213645642,-0.2714739553737454,-0.2724356185689721,-0.2721896019687185,4.19367948335408,-0.272118093814465,-0.2720985312329411,-0.2724356185689721,-0.2716854879324357,-0.2705995209757267,-0.2724356185689721,-0.2579016493582069
IGHV3-11,0.47106687170308,-0.2746359795360765,-0.2732616014660561,-0.2760951204314958,-0.2739409863463735,-0.2760951204314958,-0.2760951204314958,-0.2620764996624665,-0.2749238775339293,-0.2760951204314958,-0.2760951204314958,4.183698245263375,-0.2760951204314958,-0.2746568158030628,-0.2760951204314958,-0.275723681508267,-0.2679897373785498,-0.2687949742797071,-0.2760951204314958
IGHV4-39,0.4589054806954536,-0.2739650645481424,-0.2735645161540341,-0.2642514849535269,-0.2731129105590552,-0.2749188873789767,-0.2749188873789767,-0.2687259381508324,-0.2746848727591341,-0.2749188873789767,-0.2749188873789767,4.185722709855497,-0.2749188873789767,-0.2749188873789767,-0.2749188873789767,-0.2739704591710033,-0.2680829578444323,-0.2749188873789767,-0.2749188873789767
IGLC3,0.8294806029143899,-0.306427180753917,-0.3061908819860656,-0.3018281991799322,-0.3071620749100051,-0.3071620749100051,-0.3071620749100051,-0.2874235214917036,-0.3068475142721487,-0.3071620749100051,-0.3060257960258659,4.101556303469222,-0.3071620749100051,-0.3064804072633492,-0.3071620749100051,-0.3064326278351011,-0.297794870809237,-0.3071620749100051,-0.0554513823962547
AC233755.2,0.8390123216583082,-0.2923985300162973,-0.2950806248334474,-0.2953413196359625,-0.2953413196359625,-0.2953413196359625,-0.2953413196359625,-0.2953413196359625,-0.294278618422193,-0.2953413196359625,-0.2953413196359625,4.1052842131677,-0.2953413196359625,-0.2953413196359625,-0.2953413196359625,-0.2940136871071797,-0.2953413196359625,-0.2953413196359625,-0.2244292388153402
IGLV2-8,0.8997615603417168,-0.2928654150938504,-0.291495294640861,-0.2950854990444205,-0.2950854990444205,-0.2950854990444205,-0.2950854990444205,-0.2950854990444205,-0.2942618773828121,-0.2852292940014387,-0.2950854990444205,4.089726962221061,-0.286437451753978,-0.2950854990444205,-0.2950854990444205,-0.2932587002012107,-0.2950854990444205,-0.2950854990444205,-0.2950854990444205
IGHV1-2,0.8549865833572252,-0.2922141486544665,-0.2871693094883743,-0.2808559220592631,-0.2810761611920869,-0.2948645601773023,-0.2948645601773023,-0.2948645601773023,-0.2940804938747858,-0.2948645601773023,-0.2922876869679333,4.101638759620721,-0.2892785920183268,-0.2948645601773023,-0.2948645601773023,-0.2940181331717693,-0.2867284141325228,-0.2948645601773023,-0.2948645601773023
IGLV2-5,0.8340467991862527,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,4.10709125397847,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249,-0.2906551795979249
IGHV4-34,0.6808214341927021,-0.270330556254807,-0.2833655114565411,-0.2927704313748448,-0.2865576811933171,-0.2927704313748448,-0.2819998126109244,-0.2927704313748448,-0.2829067659970785,-0.2754165038453349,-0.2875267174535021,4.143173436870993,-0.280151182234088,-0.2927704313748448,-0.2927704313748448,-0.2919557157130046,-0.2580879904915982,-0.2690738455644297,-0.2927704313748448
IGHV3-33,0.7095150974812683,-0.2849208428109064,-0.2856345906587451,-0.2856345906587451,-0.2856345906587451,-0.2856345906587451,-0.2856345906587451,-0.2856345906587451,-0.2851962624522112,-0.2856345906587451,-0.2856345906587451,4.137008493161357,-0.2856345906587451,-0.2856345906587451,-0.2856345906587451,-0.2852466925464143,-0.2779101142694061,-0.2856345906587451,-0.2856345906587451
IGHV3-48,0.7004028618285002,-0.2852151568800136,-0.2840437964549532,-0.2771788888440469,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,4.139047176670704,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136,-0.2852151568800136
IGKV1-8,0.7891616991832588,-0.2888701401633732,-0.2859346683526275,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,4.118318509547202,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732,-0.2884934379272347,-0.2888701401633732,-0.2888701401633732,-0.2888701401633732
IGHV3-21,0.7714073792690265,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043,-0.2870947325610818,-0.2879698071736043,-0.2879698071736043,4.122622495415511,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043,-0.2873880345193906,-0.2879698071736043,-0.2879698071736043,-0.2879698071736043
IGHV3-23,0.8044015648407306,-0.2902908700396921,-0.2910190076755898,-0.276156592644738,-0.290238491842228,-0.2915006251841662,-0.2915006251841662,-0.2915006251841662,-0.2912572895009114,-0.2915006251841662,-0.2905714383782284,4.1145188101269285,-0.2915006251841662,-0.2915006251841662,-0.2915006251841662,-0.2911905600821505,-0.2915006251841662,-0.2897949656550816,-0.2763961576757092
IGHV3-49,0.8068258420855323,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582,-0.2874006764226285,-0.2895996921546582,-0.2895996921546582,4.113959983874819,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582,-0.2893897672178505,-0.2895996921546582,-0.2895996921546582,-0.2895996921546582
IGHA2,0.7358759132010129,-0.288858887245816,-0.2884641104462234,-0.2899217306175043,-0.2885743720059695,-0.2899217306175043,-0.2899217306175043,-0.2899217306175043,-0.2886275551985627,-0.2862533591936299,-0.288341515790221,4.130902661424439,-0.2899217306175043,-0.2899217306175043,-0.2899217306175043,-0.2896956103198408,-0.2822308056084706,-0.2627689261902285,-0.273511318303958
IGKV1-27,0.753858744187128,-0.2864639415146375,-0.2862832881524073,-0.288093364434748,-0.288093364434748,-0.288093364434748,-0.288093364434748,-0.288093364434748,-0.288093364434748,-0.288093364434748,-0.288093364434748,4.1267828405643785,-0.288093364434748,-0.2756523851942524,-0.288093364434748,-0.2870282322384848,-0.288093364434748,-0.288093364434748,-0.288093364434748
IGHG3,0.7541609571396433,-0.2882115610361445,-0.2898686832306597,-0.2816845492424326,-0.2886384317793385,-0.2900092586507849,-0.2900092586507849,-0.2827047409008774,-0.288589619591487,-0.2885373448651204,-0.2900092586507849,4.126704751003317,-0.2878581678887679,-0.289153470361975,-0.2900092586507849,-0.2893888888765054,-0.2824927409820332,-0.2850594669221147,-0.2786410078623633
IGKV1-5,1.884829050256399,-0.3894922933580623,-0.3769898092764496,-0.4012750053810987,-0.4013310833988712,-0.4142996586792926,-0.4142996586792926,-0.4142996586792926,-0.3884842526373734,-0.2507548499113212,-0.4070675951438213,3.5866306550034026,-0.3599667232372266,-0.4119298815161801,0.5357203482424939,-0.4109158124829833,-0.3158700890235706,-0.2664298125030752,-0.3837738695943839
IGLV1-44,1.4637608720345754,-0.3647478158792587,-0.3657179768923338,-0.3678187695382485,-0.3538119147582443,-0.3678187695382485,-0.3080880658923829,-0.3678187695382485,-0.3631088218429524,-0.340416954990272,-0.3651403611343794,3.8253354265604855,-0.3506495428537158,-0.3624571362738807,0.4246415152177313,-0.3677381374043903,-0.3586513679736476,-0.3538002690125122,-0.3559531402900763
IFNG-AS1,1.032063108142816,-0.0046821746345559,-0.1427013862148037,-0.3273986986860183,-0.3499272552310618,-0.3543878413209185,-0.230666959432199,-0.3543878413209185,-0.353511553813153,-0.3454699963965758,-0.3515385947533944,4.034643962971794,-0.2656423106748073,-0.3484354993763705,-0.3543878413209185,-0.3528160668996831,-0.2731999739244186,-0.3031652357938948,-0.3543878413209185
IGLV2-14,1.3252554377788044,-0.3062521270337487,-0.2129994807874717,-0.3330641723975704,-0.3094608340533646,-0.3514162107788302,-0.3514162107788302,-0.3448857913539295,-0.3229103490335812,-0.2759744612396788,-0.3233391455362662,3.946223966549963,-0.3248692276926663,-0.3467854808744657,-0.3514162107788302,-0.3421973254498035,-0.2459217560259413,-0.2023179309507655,-0.3262526895630235
IGHV4-31,1.2119243458519533,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3033886912957643,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,3.9922532996505233,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195,-0.3062993096379195
IGLV1-51,1.3111422161361097,-0.3166206274702415,-0.3129567131416703,-0.3099704028115258,-0.3111364404527648,-0.2302476571743806,-0.3188225262802097,-0.3188225262802097,-0.316768775787274,-0.3131140118316576,-0.3182428399888194,3.955055703498236,-0.3188225262802097,-0.3158743185883918,-0.3188225262802097,-0.3165952588150681,-0.3003680830441557,-0.3188225262802097,-0.3101901591273464
IGKV2-30,1.341134989892138,-0.3135419298191407,-0.3066214314222088,-0.3034128073384257,-0.3193065502897927,-0.3193065502897927,-0.3193065502897927,-0.3193065502897927,-0.2912152286304675,-0.3012547446930105,-0.3121711778280721,3.944129130877943,-0.3005947180299242,-0.3193065502897927,-0.3193065502897927,-0.3182307809469297,-0.2837688997435599,-0.3193065502897927,-0.3193065502897927
IGHA1,1.3178446001529105,-0.316431413584164,-0.316254252168386,-0.3162824816156591,-0.3149074218755432,-0.3174133116902175,-0.3174133116902175,-0.3120049360197242,-0.3156766486347316,-0.3174133116902175,-0.3164865916168001,3.952998650218053,-0.3098187188317948,-0.317029972593338,-0.3174133116902175,-0.3169171576545234,-0.2730684010442266,-0.2863226513304485,-0.2899893566407536
IGKV1D-8,1.1215733914857662,-0.3161515562723549,-0.3136862229321824,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,4.017156464749046,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.3161515562723549,-0.0827702892173055
IGLV3-10,1.0652619800183372,-0.2938436228879483,-0.3129397289961985,-0.2877945724419106,-0.2970401533848142,-0.3198135616390115,-0.3198135616390115,-0.3198135616390115,-0.3118159815018915,-0.3094135884547317,-0.3120543614475317,4.038049064935932,-0.3198135616390115,-0.3133694953339569,-0.3198135616390115,-0.315021126159994,-0.1461558618279102,-0.3198135616390115,-0.2849811826833126
IGKV2-29,1.0708419999875916,-0.3009660792493377,-0.2959488530921026,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,4.039442565061667,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377,-0.29984452321709,-0.3009660792493377,-0.3009660792493377,-0.3009660792493377
IGLV3-1,1.1131935398254311,-0.3007609895186157,-0.3043699581500501,-0.2971159140865686,-0.2979917592463707,-0.3047963067208312,-0.3047963067208312,-0.3047963067208312,-0.3027669108107961,-0.3047963067208312,-0.3001369876341723,4.025808879464162,-0.2996934573833155,-0.3033811556029502,-0.3047963067208312,-0.3045546568393048,-0.2946564829716301,-0.3047963067208312,-0.3047963067208312
IGKV1-6,0.9666575580636028,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,4.070966683224143,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285,-0.2962008096056889,-0.2963389644801285,-0.2963389644801285,-0.2963389644801285
IGHV1-18,0.9985177201698308,-0.2957559608247929,-0.3038374582533654,-0.2893875284877389,-0.3072224326667501,-0.3092862826283891,-0.3092862826283891,-0.275123183450525,-0.295118237634207,-0.2939735668267818,-0.2951342347911158,4.061321908627105,-0.2972372709921477,-0.3092862826283891,-0.3092862826283891,-0.3088156320424547,-0.2673948908507111,-0.2844078188343986,-0.3092862826283891
IGKV3-20,1.995045332942548,-0.3318617843871963,-0.3342207123385385,-0.3185974165302,-0.3261745057945972,-0.3347176713191004,-0.3347176713191004,-0.302413097750375,-0.3337452542137288,-0.3347176713191004,-0.3342676217894083,3.627538745293364,-0.3347176713191004,-0.3347176713191004,-0.3347176713191004,-0.3337397498940058,-0.3347176713191004,-0.3298225649850582,-0.3347176713191004
IGLV3-21,2.0507122689242823,-0.3314469442128175,-0.3321810471512201,-0.3273904629716063,-0.3326666019371614,-0.3326666019371614,-0.3326666019371614,-0.3326666019371614,-0.3315060232643483,-0.3326666019371614,-0.3326666019371614,3.5944373280483592,-0.3326666019371614,-0.3308769267039461,-0.3326666019371614,-0.3324155713599278,-0.3326666019371614,-0.3326666019371614,-0.3326666019371614
IGLV1-47,1.9335158534133936,-0.3307129936227884,-0.3311847736284514,-0.332220953936007,-0.332220953936007,-0.332220953936007,-0.332220953936007,-0.332220953936007,-0.3315723154264027,-0.332220953936007,-0.332220953936007,3.6630601571423616,-0.332220953936007,-0.3315386259964838,-0.332220953936007,-0.332220953936007,-0.315161036729039,-0.332220953936007,-0.3019757718565135
IGHG2,1.8475323956752336,-0.32727375801156,-0.3286384104755199,-0.3261256753110448,-0.3286409716844326,-0.3297411780074523,-0.3297411780074523,-0.3297411780074523,-0.3265161316818216,-0.3217020142251396,-0.3278451660457937,3.710684874260564,-0.3285107474765985,-0.3294100515872952,-0.3297411780074523,-0.3291734537821375,-0.320779614570357,-0.3225203568007293,-0.3221162062535584
IGLV3-19,1.8614340598704664,-0.3318164705641677,-0.3305400664827445,-0.3235537696496714,-0.3244601377794803,-0.3318164705641677,-0.3318164705641677,-0.3318164705641677,-0.3279476120289335,-0.314263454643516,-0.3264388383645247,3.703101754213245,-0.3318164705641677,-0.3274383338763849,-0.3318164705641677,-0.3258495945903618,-0.309512242154751,-0.3318164705641677,-0.3318164705641677
IGLV4-69,1.4820573825842838,-0.3048398425594871,-0.2975431760886783,-0.3630968455425201,-0.357825106369749,-0.3630968455425201,-0.3630968455425201,-0.3630968455425201,-0.3262415520261976,-0.139249993227277,-0.3630968455425201,3.87568203546558,-0.287959279005155,-0.3614319462231339,-0.3630968455425201,-0.3603750582616347,-0.2556697306488079,-0.1249258148421029,-0.3630968455425201
IGHV5-51,1.722542742525532,-0.3226006435973472,-0.3235361067203737,-0.3253417251942325,-0.3226989645607059,-0.3253417251942325,-0.3253417251942325,-0.3253417251942325,-0.3245284967494071,-0.3253417251942325,-0.3210814809376981,3.775514825073344,-0.3253417251942325,-0.3253417251942325,-0.3253417251942325,-0.3251338277532054,-0.3152896441797332,-0.315112876352312,-0.3253417251942325
IGKV3-15,1.443496002750288,-0.3193104726061452,-0.3193188723923868,-0.3198849136259347,-0.3198849136259347,-0.3198849136259347,-0.2975195985309418,-0.2972580104541134,-0.3175426703361668,-0.3198849136259347,-0.3198849136259347,3.902952012713636,-0.3198849136259347,-0.3198849136259347,-0.3198849136259347,-0.3181292680709423,-0.3174324062114844,-0.3170469591940409,-0.2838104486602251
IGLV3-25,1.4675285406749494,-0.3161623712790927,-0.3158572890061244,-0.3178317850595545,-0.3060163460815892,-0.3178317850595545,-0.3178317850595545,-0.3178317850595545,-0.3178317850595545,-0.3178317850595545,-0.3144768568857971,3.893011689482995,-0.3178317850595545,-0.3157517633139931,-0.3178317850595545,-0.3172775421165327,-0.2966802108792691,-0.3178317850595545,-0.3178317850595545
IGLV1-40,1.6309890574271948,-0.3241401885251291,-0.3229371066092259,-0.3241401885251291,-0.3224869845334987,-0.3241401885251291,-0.3241401885251291,-0.2790897965148124,-0.3241401885251291,-0.3241401885251291,-0.3241401885251291,3.819720211212271,-0.3241401885251291,-0.3241401885251291,-0.3241401885251291,-0.3236436337088061,-0.3241401885251291,-0.3241401885251291,-0.3128694849715731
IGKV1-16,1.5417405655317518,-0.2991790323385438,-0.3156112521826247,-0.3276880066577324,-0.3037680174054686,-0.3276880066577324,-0.3276880066577324,-0.3276880066577324,-0.3073259524907888,-0.313419420849976,-0.3173619607087997,3.86038506787942,-0.3276880066577324,-0.3276880066577324,-0.3276880066577324,-0.3254049187608892,-0.2708630187544889,-0.3276880066577324,-0.3276880066577324
IGLV2-23,1.5881517295667773,-0.3168646063281171,-0.3193030999089093,-0.3091922944523145,-0.3202889431883762,-0.3202889431883762,-0.3202889431883762,-0.3202889431883762,-0.3195521496774139,-0.3202889431883762,-0.3202889431883762,3.839859194231903,-0.3202889431883762,-0.3202889431883762,-0.3202889431883762,-0.3196314551714108,-0.3202889431883762,-0.3202889431883762,-0.3202889431883762
IGKV3-11,1.5421995469963747,-0.3122866151240022,-0.3177070405749894,-0.3208439017770944,-0.3195904594277949,-0.3208439017770944,-0.3208439017770944,-0.3008638364833515,-0.3186407239768798,-0.3177132240445501,-0.3198611857772798,3.860588214531993,-0.3208439017770944,-0.3188458533031065,-0.3208439017770944,-0.3182620246130313,-0.3208439017770944,-0.3131094857637203,-0.3208439017770944
IGHV3-30,1.5557612434361772,-0.317932443870651,-0.318940851843097,-0.318940851843097,-0.318940851843097,-0.318940851843097,-0.318940851843097,-0.318940851843097,-0.318940851843097,-0.318940851843097,-0.3168726798491241,3.8545695009280903,-0.3130240803662441,-0.3167129400174288,-0.318940851843097,-0.3184983781436543,-0.318940851843097,-0.318940851843097,-0.318940851843097
ADAM23,-0.3759975660307359,1.305080810156365,-0.2673973268559783,-0.3759975660307359,-0.3759975660307359,-0.3759975660307359,-0.3759975660307359,-0.3759975660307359,-0.3473906992448693,-0.3759975660307359,-0.1671136924629677,3.910558132617452,-0.1856933080573742,-0.3759975660307359,-0.3759975660307359,-0.3628844651231217,-0.3759975660307359,0.250813775308589,-0.3759975660307359
TENT5C,-0.2212333603654198,0.0108883376353149,-0.0731597752654054,-0.3528235022935396,-0.4607446356862018,-0.1502092756269368,-0.410157215638359,-0.4123712788884047,-0.4755682957689408,-0.4617916688898084,-0.4678525008817513,4.067441423063566,0.3948795082227321,-0.4743813833005154,0.0931168097775829,-0.4734701922444879,0.4711732471272176,-0.1845537401472261,-0.4191825008294166
FKBP11,-0.42857777609462,0.6676429342995546,0.6094459851721714,-0.2924658172175605,-0.4983240365107701,-0.1460164146620693,-0.4661258094927643,-0.4894917419074277,-0.5273621685923017,-0.4872681798030394,-0.5029443345082352,3.923227235135236,0.4854578662736203,-0.5183153701675467,-0.3290171212094793,-0.5374075741960659,-0.3291007582242814,-0.0022365706224233,-0.1311203476719968
VSIG1,1.732897189578793,1.7625750616410587,0.2056661144618683,-0.3920286177434771,-0.6161457364528775,0.6086766037072177,-0.6315396050696543,-0.6315396050696543,-0.6142824509648426,-0.6315396050696543,-0.611301241803695,-0.1742955289313493,-0.0252613524177348,-0.6173485479250215,-0.6315396050696543,-0.6226477349652808,2.876302622115924,-0.3551083549523114,-0.6315396050696543
ZBED2,2.247382051172454,0.2388872873744719,-0.4057063636310246,-0.5070510785768593,-0.518023979542381,0.0709824934826745,-0.5279267452970632,-0.5279267452970632,-0.5221332150615255,-0.5279267452970632,-0.5018745311180846,-0.2790182734469076,1.3953920989903932,-0.5096336828625366,-0.5279267452970632,-0.5230345796630884,2.9165667864812006,-0.4631012871134694,-0.5279267452970632
ARID5B,1.5023356710821931,0.5946120900675749,-0.0362997541729333,-0.8462975336248895,-0.4622418851271319,0.205846278810083,-0.6750771862554584,-0.4491910665246779,-0.6562887870973321,-0.1691574401805875,-0.1113333597102439,0.1120544148484471,0.7272660104187346,-0.6783572605463414,-0.8338963252725127,-0.678571033402991,3.390281662502752,-0.1536961253274067,-0.7819883704872778
TTN,2.3388403998918808,-0.4500808720611088,-0.0150276536508866,-0.5837888417846194,-0.6270472098121387,0.4231306385210459,1.3771595038237696,-0.3384331593474,-0.6278241044188895,-0.6408526156876457,-0.5864959211391382,-0.7215429823317844,0.1952123430863263,-0.644083154627445,-0.8045199847009967,-0.6583996204489441,2.5950118764207115,0.3528294457107747,-0.5840880874435114
ZBTB32,3.263553157182409,-0.4334765917685836,-0.2555266143970497,-0.5340196290522625,-0.5334516709354361,-0.5400377134113981,0.0871829935723647,-0.4363500805925728,-0.532952036276987,-0.5255726704102357,-0.5283728506145776,0.6289005787619147,1.2928967937538374,-0.5262699731779465,-0.5400377134113981,-0.5293565781593158,1.6618919975214406,-0.4993084464300891,-0.519692952154114
KLF2,3.008034514086248,0.6365330127485006,-0.2601267408918079,-0.8051820988267132,-0.4859303736440047,-0.3909886361787288,-0.4394892248175837,-0.949966788828168,0.0320859321599401,0.5395542146650515,-0.0635996365442771,-0.1471827142532673,-0.2427375530108134,-0.3595450927258511,-1.1038544653683546,-0.4366968109990676,1.8536460991999888,0.7877202018881801,-1.1722738386592704
FCRL3,3.741144102534797,-0.3557057568750825,-0.3012324015680861,-0.3921220992477806,-0.390239464714938,-0.4006671783269946,-0.4006671783269946,-0.3676236259450185,-0.3974441664171618,-0.3710377983535501,-0.3975827748443333,-0.2852764772905774,-0.2448071167573761,-0.3988631910560367,-0.4006671783269946,-0.3962143893691101,1.569899059206185,0.579434846050629,-0.3903272103715762
FCMR,3.046112963629908,0.2143275849530591,0.0802540990545797,-0.520145876676877,-0.5093012784274573,-0.3017237192888215,-0.5277139903361433,-0.5213973754239373,-0.5164013002541156,-0.5013874252033826,-0.4976548150026249,-0.3090799948942961,0.0204464253822664,-0.527680483417686,-0.5392842407305194,-0.5248450576046422,2.547426110148673,0.3283765092666252,-0.4403281351746076
