,15,5,18,14,17,16,4,2,9,3,0,11,7,1,8,12,13,10,6
CRIP1,-0.3048802172172739,0.17490568055915706,-0.5104461077755779,-0.058096998816653415,-0.06210662843300453,-0.35860878086918935,-1.1852395879719908,2.223859275647805,2.0130040183390983,-1.3797304623116287,-0.6582065961528456,-1.2221317902950493,1.0506691518690523,0.6080700780788284,-0.3354877997045478,0.3764157159098973,-0.6074289445490398,-0.9124402076925561,1.1478802013855196
HLA-DQB2,-0.5361346523347502,-0.7460826513989793,-0.7206786764540987,3.4733688372939078,-0.23987398123483045,0.37935765332066856,-0.8716574070554537,1.3068475365919026,-0.12340597148914138,-0.673081881785168,0.16097800505292764,-0.8443152125702734,0.32446340674037627,0.3196019959629333,-0.0625743891638596,0.44878224619821744,-0.8236615687215292,-0.7777640248341022,0.0058307358812525805
HLA-DRA,-0.3930104651047948,-1.1617760045812107,-1.1361365314027083,2.0006368430108017,0.4616181084421178,-0.522104860594913,-1.1963570312518141,0.1289833266054162,1.4318701039836321,-0.5524971364401311,0.8420080148607653,-1.1226896425352422,0.5561673356874697,0.23259378133745667,0.429219837496921,1.3968521728976102,-1.1647136646546854,-1.1307016167631077,0.9000374290064164
HLA-DQA1,-0.1739127025293459,-0.9796160318143495,-0.9357532679739716,2.9376696700574785,0.16177625976676555,-0.5600816979267023,-1.0089676732867447,0.7267173336156674,1.243651097241926,-0.5861901430260583,0.8044752382466992,-0.95154315000161,-0.20320912765285598,-0.151269303599459,-0.010735442027380712,0.7875953570716234,-0.9783823329349851,-0.9347170743862037,0.8124929911595052
HLA-DPA1,-0.29556817116681716,-0.9570142314507375,-0.9111854988917506,3.1480465200371395,0.3099134362659954,-0.5667038375798762,-1.0734679879883788,0.5574227658851093,1.0670355769002295,-0.4168882031268295,0.5909344654181167,-1.0338615687583366,0.05522434554081111,0.0035785925370613665,0.2701510969540647,0.7573406184495901,-0.9682449462291186,-0.9445526283860883,0.407839655589813
HLA-DPB1,-0.16067900413687108,-0.8846970907906997,-0.8195648155345869,3.3618114600529054,0.29304607179610703,-0.4283339457572109,-1.0057789377104744,1.1103877995187539,0.8501548623841431,-0.43621365947870444,0.4066700545753308,-0.9413999052941604,-0.12296559737688516,-0.0801609088722609,0.15774034792423083,0.3299602327027091,-0.9101723008797475,-0.8582481912335773,0.13844352811099989
LMNA,-0.6611497134703045,-0.8830983970911597,-1.2516364258563124,0.6364017306918451,1.6070739809735697,1.0193261401181157,-0.25340244926897226,-0.7977856155056179,2.0268678677224656,-0.9443717225704121,-0.030278205389698325,-1.2294875043958424,0.09227102133082477,1.4718509636850696,0.2387519289949666,-0.09298340162466823,-0.6424699015108412,-1.2198014270841868,0.9139211302511553
CST3,-1.0205773216458414,-1.0241109717786074,-1.0301814478542806,2.8108069745313107,0.6485991835057775,-0.23747494497113794,-0.7535009103316129,-0.8504489451114783,0.7630225664288127,0.2682212578272702,0.6028871555072287,-1.019340088725921,0.7167575901904695,0.4657301499207296,0.21469121269483898,0.9853153893469556,-1.0307980637693044,-1.0238763158177753,0.5142775300525659
HMOX1,-0.8991922390175912,-1.1521253311670014,-1.1577048536287837,-0.15264779167914744,1.0990782428024124,0.9624935962983145,-1.154327230329347,-0.33856631170482077,0.13584822856561746,0.43873546845953193,1.0568580655655782,-1.130081294997489,0.3434969216390709,1.3690045911987532,2.203038325862926,0.28267404485790176,-1.0542461370412657,-1.1021553193549756,0.24981902367031483
LYZ,-0.976017772700361,-0.9619833224750908,-0.9646752361836032,-0.2748191471292674,0.3957244982914782,0.21719515003795428,-0.9635769152716858,-0.8275421014362513,1.2844117322622615,-0.1372894159183598,0.05700567266081049,-0.9773710916706966,1.0568044874175506,1.5886062041116997,1.1571897738062986,2.1812630949989718,-0.9826563379295516,-0.9784293663499676,0.10616009347781359
IFI30,-0.904310745351693,-1.0994325975719705,-1.1062347721493768,-0.2346343065996851,2.0021485280179445,-0.44495625004465356,-1.0530446172516046,-0.44142084540326926,1.5025406439378584,0.4872930677843536,0.44343234421019734,-1.0735651401682131,1.0327387592934718,0.2405596933214453,0.8461164248041347,0.7777691033396292,-1.0986993468085822,-1.0957372932517597,1.2194373498917714
MT1A,-0.35696544647577516,-0.3397260040279353,-0.3569659310646635,-0.35696584900100986,0.30859974996411876,0.5903877526162056,-0.3569647602431545,-0.35696448414350496,-0.3569658998342688,-0.35696572299391643,-0.11991684427497165,-0.35696445571665375,4.106710105024418,-0.05263126681354461,-0.33821460784213603,-0.3305771916081965,-0.35696580651547916,-0.32659362471120773,-0.28534971233832396
SERPING1,-0.8342451345518543,-0.8109659561794796,-0.8275245507329094,-0.7705389730475755,-0.5229214356681384,-0.2485409779901127,-0.8308410557315834,-0.7984161775990107,-0.5174223313732377,0.6796116198853988,0.5614019569575774,-0.26089668726283527,1.531882657809769,1.087210250548873,0.09077215186376687,2.200790644375762,-0.8465613505715242,-0.8325965663046015,1.9498019155717168
CTSL,-0.888863487055074,-0.7308782113298801,-0.891809319754602,-0.7652405863258146,2.1269744913389403,-0.13542653956571532,-0.8673214763775849,-0.8887811439187744,-0.21902740777990437,1.9370329810120341,1.7861193954283496,-0.8971709183562364,0.4907740921843978,0.0994426313174261,0.7479602692881759,0.15066530870856024,-0.7474495050701254,-0.8522049501365215,0.5452043763923523
CFD,-0.9120148650661415,-0.8993635001273689,-0.8821641976453343,-0.8071848449795613,-0.2425554601973827,0.16482480565654378,-0.9061899730285835,-0.9013200880252967,0.5178548854401491,0.0935746714844996,1.0877605956881662,-0.9129683297508364,2.3407107547574033,0.9441863777566241,1.073272312203201,1.5903044774524335,-0.9130209025409133,-0.9021290828894394,0.4664223638118342
FABP5,-0.9166342081929186,-0.8007482082795663,-0.7121784418319788,-0.4887871967452529,2.2325794565315706,-0.25491392808082103,-0.995109397291907,-0.7399634823601712,0.18525311732176616,-0.7466254193004789,-0.11440371840080174,-0.9849632089705921,1.5024940040357844,0.8730018682758116,0.9119754193437707,1.1130632643188338,-0.8129958564423501,-0.7610007751794148,1.5099567112487167
FBP1,-0.7955468165445714,-0.7890363109558768,-0.7843094411899024,-0.6201964546021062,0.24631768417886513,-0.02583100496863626,-0.7598335448324416,-0.7974199406164709,0.8384988309278478,-0.7067908880622238,-0.46043008398086505,-0.7886988506361345,1.122000410209064,1.1531840648501843,0.6132025186755624,1.575685231631419,-0.8071017322407934,-0.8008249012418476,2.587131229398927
RETN,-0.7172905303546424,-0.715837279294826,-0.7172864923936519,-0.6558075057493999,0.5133374586807986,0.03760497470940852,-0.7263995634143786,-0.7049568849684537,3.128469188773944,-0.5576627907122091,-0.5424426254285145,-0.7231903820776668,0.2792654127749198,0.6032531379855562,0.4717538202358733,1.3255634214763068,-0.729654317960473,-0.7268062468278486,1.1580872045452546
MCEMP1,-0.7355919154285308,-0.7416291996071277,-0.7415110286763453,-0.7340658343570043,0.08194710145162483,-0.24212033800624314,-0.7334147964477636,-0.7445037150775411,1.1764927656901703,-0.6465036976751469,-0.5804585934181958,-0.7223471024527794,1.1563776482976318,0.9675529249235653,0.3908527794638787,2.1048768782351983,-0.7477676642621611,-0.7496377965730795,2.2414515839198486
SCD,-0.6821517227359222,-0.6232539471102643,-0.6537832163022259,-0.5834118385153579,-0.29539955246431615,0.5392236291584086,-0.5683655692512175,-0.63479752375884,-0.36617182699009077,-0.6413577232869345,-0.2044626172226523,-0.7151507611546488,3.274445234229997,1.417673038128056,0.655442181284424,0.94666395277896,-0.6856801690681277,-0.6518242747475768,0.4723627070283301
CXCL3,-0.8498373537367102,-0.847280667454835,-0.8526280446277016,-0.8393741448934486,0.30473823715835224,2.1769782554798995,-0.865447420918482,-0.8654474022163225,0.14367163842373182,-0.4051157968538746,1.3503850612679549,-0.8559400348001144,0.29865467246182426,2.025648146169075,0.37318942911039477,0.30172029914583337,-0.8474858165512583,-0.8438341508281156,1.0974050936638005
MARCO,-0.8352954603447327,-0.8285575581444323,-0.8311336557098952,-0.8230137719333117,-0.17542765725549922,0.2774723983644984,-0.838139766239396,-0.8480032769382537,1.096451127394889,-0.7395574539248589,-0.10487164051202412,-0.8331645727640999,1.3352086048705358,1.5551834771487338,0.8748925795573838,1.5480725789345706,-0.8453681174329734,-0.8471090799706941,1.8623612448995632
FN1,-0.7317715582026239,-0.7313313993013943,-0.7317201693935086,-0.6586533726018698,0.04882527316894424,0.4746677568764875,-0.7147307725395933,-0.7257688819391089,2.506740084768985,-0.6300895228092271,-0.01798188014807735,-0.7237602573713311,0.019430576213966856,1.215126983354716,0.25444442341724044,0.20086289121794226,-0.7332809036446347,-0.7354707354571768,2.4144614643902593
FABP3,-0.37841821510832807,-0.3773092058840168,-0.37625053601889247,-0.36560840990960025,-0.17245342762463908,-0.26473967217288696,-0.38094672611457087,-0.38562211816968334,-0.286872500688251,-0.37404132099036075,-0.1761107327250978,-0.3856221176099684,4.12776698458905,0.05501993972076732,0.006140886532394457,-0.06309433351595296,-0.375340619379131,-0.38345688921125687,0.5569590142804258
APOC2,-0.8339151145173923,-0.8286797932611558,-0.8126094974794573,-0.6102987467915735,0.18745333444997808,-0.383602539203994,-0.29497816065683397,-0.77170068908036,0.0005805590257814004,-0.7585925466069184,-0.002424584714509976,-0.8310115850493048,1.865866845571191,0.8953292009793725,2.141225446383697,1.8493257704154031,-0.8496012587695232,-0.8308149052841056,0.8684482645897067
CCL18,-0.6931363776490604,-0.6856285648894631,-0.6877155961385302,-0.6982603810723707,-0.43382981091689354,0.0705152486800383,-0.6839322250524033,-0.6904380967629434,-0.31888822289119545,-0.658546308816254,1.038440232588316,-0.6979259510837189,1.8452845508412292,0.7703507547924093,2.003935137467691,-0.2760025641060314,-0.6977012005361589,-0.6951338479778384,2.1886132235231734
APOC1,-0.7004869418566542,-0.6943209475652258,-0.6877501221225681,-0.6761026766597578,-0.26427556810542535,0.0898906833953938,-0.6310455773829402,-0.6299556012799974,-0.20713326817792657,-0.6739323450604517,-0.1361685526953725,-0.7055611888036464,2.444294204010543,0.757608284106577,2.5209615150516567,0.8940354095398222,-0.7075562917621501,-0.7058048348452225,0.7133038202133453
APOE,-0.6489515605780862,-0.6507720493930162,-0.6508346814383926,-0.6484822599578132,-0.24997623547628472,0.8438169740703974,-0.4833295191159708,-0.6485524235419907,-0.08103368562013265,-0.5971552055776604,0.8288340904595801,-0.6480349141889373,0.559917242382904,0.41583053629092925,3.606558547134001,0.22217393756555695,-0.6513889078413334,-0.6533814771465093,0.13476159197275928
CHIT1,-0.49835317626860715,-0.5161390828967505,-0.5253866325230905,-0.5123620796760667,0.5549313552699675,-0.1434248062416887,-0.5272280706792871,-0.5227856458801566,-0.21947018523734088,-0.5299942697868579,-0.05806932852984647,-0.5313778355101536,-0.29194756091208196,0.009946870678936664,3.7193352861734303,0.25355649158144655,-0.524188148242954,-0.522961378429278,1.3859181971103767
C1QC,-0.8767033870895439,-0.8662893155864979,-0.866686688892743,-0.640418671351045,-0.5440621679701066,0.021619794469441022,-0.8600878094812986,-0.8770949242547758,0.4905767754345586,-0.28715041625125615,2.351817990514157,-0.8719645234532143,1.3168518098232525,0.8369133570060782,0.9209247507748578,1.3282362342557479,-0.8747788915347479,-0.8615642416393346,1.1598603252264663
C1QA,-0.8421060952129769,-0.8392300666291562,-0.8418885602386026,-0.7163303995811073,-0.6344581282202316,0.0007391602693883145,-0.8385990819848376,-0.8487711445627556,0.24369877614832144,-0.4474533509567519,1.4898751624033344,-0.8377737543846966,1.2328252101697759,1.3094843654353405,0.7951722607734973,1.8904870584072788,-0.8498949980668067,-0.8421314504314353,1.5763550366624226
C1QB,-0.7941243819304827,-0.7953420296708086,-0.7965582587257636,-0.683311404897313,-0.5963909997810602,-0.2581083619356511,-0.7997838457798438,-0.8066358778884346,0.049213923478522284,-0.4931840857855054,1.236383027874074,-0.7953705374810128,1.8583061322672032,0.9038639864034239,0.8410148307727706,1.7216349355348324,-0.8053598227220998,-0.7992235329016967,1.8129763031688408
NUPR1,-0.7086081080737648,-0.7369802512020203,-0.7278392733544421,-0.7572122186354142,-0.5470191159371417,0.3318185635305412,-0.6954339765962422,-0.7658230799296342,-0.38973902678104866,-0.6586994471264909,0.3004583486590632,-0.7559068622705067,2.4198357808769844,1.2734873971792062,1.6503918359499583,1.4430429977894261,-0.7543606698174002,-0.7572696601982954,0.8358567659372207
CES1,-0.6473073053067069,-0.6550588653181878,-0.6432374972453697,-0.6836935936034374,-0.552974740781455,0.21695782309861825,-0.6723841911025029,-0.6969380244718726,-0.4031249299371222,-0.5968547152004251,-0.49424837734834454,-0.6804991417036012,1.9949643640557069,1.8416149732200686,0.49807194342103434,1.61094730904954,-0.6903065280264944,-0.6528847325778927,1.906956229778443
AC013457.1,-0.5443483301421692,-0.563437019315997,-0.5650799462451055,-0.557779798252024,-0.3927936841148494,-0.0371260060779514,-0.55674901960793,-0.5754488042431193,-0.1793847367163883,-0.5064128814092953,-0.40087541395279663,-0.5754488016234948,0.898764783965244,0.46475481243201633,-0.008536248960501347,1.9818080841327215,-0.5720018058268297,-0.5630453829024139,3.253140198860883
CCL24,-0.5581723144988093,-0.5519211695338739,-0.5500810372602509,-0.5371661587913356,0.7969907611135045,-0.44996053273192027,-0.5581722977696841,-0.538840547736373,0.27009556628949405,-0.5521103683278089,-0.4993539585505856,-0.5407293052257103,0.00607261946097398,-0.03410686675947373,0.5748612726230641,1.2291351876703054,-0.5557552042564712,-0.5530656726109279,3.6022800268958814
CXCL5,-0.5273748029231529,-0.5187823177185885,-0.5224280648273819,-0.515715215719896,-0.3156276753847242,-0.047901380558514985,-0.5021159585960138,-0.5273747549452144,-0.33692095955288176,-0.524039538821011,-0.21239855026948098,-0.5273747535279681,2.6704071323430143,0.7664060224121727,-0.17057081800936066,-0.018850035563076597,-0.5273748208732552,-0.5186452434148441,2.8766817359501764
