,param,value,Models,var,sim_scenario
49,2.0,0.9337028943939842,FACTM,z_corr_rotated,scaling_weights
48,2.0,0.9381506122555046,FACTM,z_corr_rotated,scaling_weights
47,2.0,0.9273354773981962,FACTM,z_corr_rotated,scaling_weights
46,2.0,0.931841784075204,FACTM,z_corr_rotated,scaling_weights
45,2.0,0.9262116667299157,FACTM,z_corr_rotated,scaling_weights
44,2.0,0.9630898008085971,FACTM,z_corr_rotated,scaling_weights
43,2.0,0.9533489804313151,FACTM,z_corr_rotated,scaling_weights
42,2.0,0.9083698618085784,FACTM,z_corr_rotated,scaling_weights
41,2.0,0.954050545458189,FACTM,z_corr_rotated,scaling_weights
40,2.0,0.9592995524535605,FACTM,z_corr_rotated,scaling_weights
39,1.5,0.9355345619600047,FACTM,z_corr_rotated,scaling_weights
38,1.5,0.9401786632927396,FACTM,z_corr_rotated,scaling_weights
37,1.5,0.9299030290998551,FACTM,z_corr_rotated,scaling_weights
36,1.5,0.932642245286267,FACTM,z_corr_rotated,scaling_weights
35,1.5,0.9105955683384416,FACTM,z_corr_rotated,scaling_weights
34,1.5,0.9586676637539144,FACTM,z_corr_rotated,scaling_weights
33,1.5,0.9514206782976616,FACTM,z_corr_rotated,scaling_weights
32,1.5,0.9252906687666387,FACTM,z_corr_rotated,scaling_weights
31,1.5,0.9569180165402666,FACTM,z_corr_rotated,scaling_weights
30,1.5,0.9596360222617439,FACTM,z_corr_rotated,scaling_weights
29,1.0,0.9377888846637157,FACTM,z_corr_rotated,scaling_weights
28,1.0,0.9385875171198326,FACTM,z_corr_rotated,scaling_weights
27,1.0,0.9320051964376945,FACTM,z_corr_rotated,scaling_weights
26,1.0,0.933530006558086,FACTM,z_corr_rotated,scaling_weights
25,1.0,0.924106252455327,FACTM,z_corr_rotated,scaling_weights
24,1.0,0.9617250432048868,FACTM,z_corr_rotated,scaling_weights
23,1.0,0.9541067588052492,FACTM,z_corr_rotated,scaling_weights
22,1.0,0.9168772760632443,FACTM,z_corr_rotated,scaling_weights
21,1.0,0.9565476642150161,FACTM,z_corr_rotated,scaling_weights
20,1.0,0.9600102672282986,FACTM,z_corr_rotated,scaling_weights
19,0.5,0.9360599041870132,FACTM,z_corr_rotated,scaling_weights
18,0.5,0.936599562637768,FACTM,z_corr_rotated,scaling_weights
17,0.5,0.9323001363880798,FACTM,z_corr_rotated,scaling_weights
16,0.5,0.9317665306055339,FACTM,z_corr_rotated,scaling_weights
15,0.5,0.9263755530557365,FACTM,z_corr_rotated,scaling_weights
14,0.5,0.962888093662615,FACTM,z_corr_rotated,scaling_weights
13,0.5,0.9529155596909721,FACTM,z_corr_rotated,scaling_weights
12,0.5,0.9264736424154532,FACTM,z_corr_rotated,scaling_weights
11,0.5,0.9566150622957028,FACTM,z_corr_rotated,scaling_weights
10,0.5,0.9594402626554004,FACTM,z_corr_rotated,scaling_weights
9,0.0,0.9349667289859175,FACTM,z_corr_rotated,scaling_weights
8,0.0,0.9363674984534048,FACTM,z_corr_rotated,scaling_weights
7,0.0,0.9320887607242536,FACTM,z_corr_rotated,scaling_weights
6,0.0,0.9306875445520146,FACTM,z_corr_rotated,scaling_weights
5,0.0,0.9281072145888105,FACTM,z_corr_rotated,scaling_weights
4,0.0,0.9625359351678735,FACTM,z_corr_rotated,scaling_weights
3,0.0,0.9512931076920303,FACTM,z_corr_rotated,scaling_weights
2,0.0,0.9270969360599958,FACTM,z_corr_rotated,scaling_weights
1,0.0,0.953058122603456,FACTM,z_corr_rotated,scaling_weights
0,0.0,0.9568116231349126,FACTM,z_corr_rotated,scaling_weights
49,2.0,0.933415088583373,FACTM(R),z_corr_rotated,scaling_weights
48,2.0,0.9385519576072803,FACTM(R),z_corr_rotated,scaling_weights
47,2.0,0.9273354773981962,FACTM(R),z_corr_rotated,scaling_weights
46,2.0,0.9300626627564895,FACTM(R),z_corr_rotated,scaling_weights
45,2.0,0.9259824997794691,FACTM(R),z_corr_rotated,scaling_weights
44,2.0,0.9630898008085971,FACTM(R),z_corr_rotated,scaling_weights
43,2.0,0.9530644782254779,FACTM(R),z_corr_rotated,scaling_weights
42,2.0,0.9083698618085784,FACTM(R),z_corr_rotated,scaling_weights
41,2.0,0.9540247013722574,FACTM(R),z_corr_rotated,scaling_weights
40,2.0,0.9592864973220161,FACTM(R),z_corr_rotated,scaling_weights
39,1.5,0.9325518960742445,FACTM(R),z_corr_rotated,scaling_weights
38,1.5,0.9390298378868256,FACTM(R),z_corr_rotated,scaling_weights
37,1.5,0.9254123060247247,FACTM(R),z_corr_rotated,scaling_weights
36,1.5,0.932634433788941,FACTM(R),z_corr_rotated,scaling_weights
35,1.5,0.9105955683384416,FACTM(R),z_corr_rotated,scaling_weights
34,1.5,0.9586676637539144,FACTM(R),z_corr_rotated,scaling_weights
33,1.5,0.9514206782976616,FACTM(R),z_corr_rotated,scaling_weights
32,1.5,0.9157787463023814,FACTM(R),z_corr_rotated,scaling_weights
31,1.5,0.9569772467231499,FACTM(R),z_corr_rotated,scaling_weights
30,1.5,0.9596313719378013,FACTM(R),z_corr_rotated,scaling_weights
29,1.0,0.9377888846637157,FACTM(R),z_corr_rotated,scaling_weights
28,1.0,0.9385875171198326,FACTM(R),z_corr_rotated,scaling_weights
27,1.0,0.9320051964376945,FACTM(R),z_corr_rotated,scaling_weights
26,1.0,0.933530006558086,FACTM(R),z_corr_rotated,scaling_weights
25,1.0,0.924106252455327,FACTM(R),z_corr_rotated,scaling_weights
24,1.0,0.9617250432048868,FACTM(R),z_corr_rotated,scaling_weights
23,1.0,0.9541067588052492,FACTM(R),z_corr_rotated,scaling_weights
22,1.0,0.9168772760632443,FACTM(R),z_corr_rotated,scaling_weights
21,1.0,0.9565476642150161,FACTM(R),z_corr_rotated,scaling_weights
20,1.0,0.9600102672282986,FACTM(R),z_corr_rotated,scaling_weights
19,0.5,0.9360599041870132,FACTM(R),z_corr_rotated,scaling_weights
18,0.5,0.9366001632079346,FACTM(R),z_corr_rotated,scaling_weights
17,0.5,0.9323001363880798,FACTM(R),z_corr_rotated,scaling_weights
16,0.5,0.9317665306055339,FACTM(R),z_corr_rotated,scaling_weights
15,0.5,0.9263755530557365,FACTM(R),z_corr_rotated,scaling_weights
14,0.5,0.962888093662615,FACTM(R),z_corr_rotated,scaling_weights
13,0.5,0.9529155596909721,FACTM(R),z_corr_rotated,scaling_weights
12,0.5,0.9261156960969874,FACTM(R),z_corr_rotated,scaling_weights
